animal_id,name,datetime,found_location,type,intake_condition,sex,age,breed,color_primary,color_secondary,num_stays,avg_stay_len
A567214,Lilly Bell,2015-03-06 13:16:00,6100 Jain Lane in Austin (TX),Public Assist,Normal,Spayed Female,5 years,Labrador Retriever Mix,Black,,1,50.0
A567704,Barry,2013-11-07 14:42:00,Austin (TX),Owner Surrender,Normal,Neutered Male,3 years,German Shepherd Mix,Brown,White,1,44.0
A568084,Diva,2014-10-04 13:28:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4 years,Chihuahua Shorthair Mix,Tricolor,,1,1.0
A568121,Lola,2013-12-30 12:22:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4 years,Chihuahua Shorthair Mix,Black,Tan,1,32.0
A568282,Sunny Boy,2017-04-07 11:15:00,East Martin Luther King Jr Blvd in Austin (TX),Stray,Injured,Neutered Male,9 years,Bruss Griffon Mix,Gray,Black,1,78.0
A568818,Fievel,2019-01-13 17:53:00,West Howard Lane in Austin (TX),Stray,Normal,Neutered Male,10 years,Chihuahua Shorthair,Tan,,1,3.0
A569136,Cooper,2014-10-18 16:20:00,20747 Fm 969 in Webberville (TX),Stray,Normal,Neutered Male,9 years,Dachshund,Black,Tan,1,6.0
A569888,Amadeus,2013-10-21 11:48:00,7Th And Tillery in Austin (TX),Stray,Normal,Neutered Male,5 years,Alaskan Husky Mix,Gray,White,1,16.0
A570181,Perlita,2014-02-17 13:25:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4 years,Cocker Spaniel Mix,Tan,White,3,9.666666666666666
A570182,Chloe,2014-02-17 13:25:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4 years,Beagle Mix,Tan,Black,2,15.0
A570239,Action,2014-08-30 16:18:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5 years,Pit Bull,White,Tan,1,272.0
A571194,Weezy,2017-12-20 14:53:00,Austin (TX),Owner Surrender,Normal,Spayed Female,9 years,Norfolk Terrier Mix,Black,,1,3.0
A571326,Vinnie,2015-11-05 12:10:00,12400 Paloma Blanca Way in Austin (TX),Stray,Normal,Neutered Male,7 years,Staffordshire Mix,Brown,White,2,49.5
A571610,Timo,2016-06-24 13:13:00,1212 Perez in Austin (TX),Owner Surrender,Normal,Neutered Male,7 years,Labrador Retriever Mix,Brown,,1,44.0
A572538,Valintino,2015-01-21 11:22:00,1205 E 13Th St in Austin (TX),Owner Surrender,Normal,Neutered Male,5 years,Pit Bull Mix,White,,1,7.0
A573060,Bailey,2015-10-27 11:47:00,Austin (TX),Owner Surrender,Normal,Spayed Female,6 years,Labrador Retriever Mix,Red,White,1,26.0
A573717,Bella,2016-04-25 18:57:00,5200 S Scout Island Cir in Austin (TX),Stray,Normal,Spayed Female,6 years,Labrador Retriever Mix,Black,White,1,248.0
A573863,Princess,2014-06-11 15:55:00,2504 Manor Rd #116 in Austin (TX),Stray,Normal,Spayed Female,4 years,Yorkshire Terrier Mix,Black,,1,5.0
A573959,Bandit,2018-08-10 14:33:00,Austin (TX),Owner Surrender,Normal,Neutered Male,10 years,Queensland Heeler Mix,White,Brown,1,8.0
A575214,Bebe,2015-08-05 15:57:00,6902 Deep Cir #A in Austin (TX),Owner Surrender,Normal,Spayed Female,7 years,Blue Lacy Mix,Blue,White,1,12.0
A575388,Molly,2019-06-11 11:40:00,Austin (TX),Owner Surrender,Normal,Spayed Female,9 years,Labrador Retriever Mix,Tan,,1,5.0
A575920,Maya,2015-08-01 02:38:00,100 E Anderson Ln in Austin (TX),Stray,Normal,Spayed Female,7 years,Pointer Mix,White,Brown,1,45.0
A576186,Rocco,2013-11-04 15:06:00,Austin (TX),Owner Surrender,Normal,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan,White,1,35.0
A576232,Scully,2017-02-04 12:42:00,Austin (TX),Owner Surrender,Normal,Spayed Female,6 years,Labrador Retriever Mix,Black,White,1,7.0
A576591,Bogie,2015-08-19 15:30:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5 years,Pit Bull Mix,White,Brown,1,188.0
A577308,Lobo,2014-12-18 12:35:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4 years,Catahoula Mix,White,Tan,1,55.0
A577312,Smokey,2016-06-06 18:10:00,5129 Cameron Rd in Austin (TX),Stray,Normal,Neutered Male,7 years,Pit Bull Mix,Black,White,1,46.0
A577713,Ezra,2016-01-22 17:40:00,Austin (TX),Owner Surrender,Sick,Neutered Male,6 years,Labrador Retriever Mix,Black,,1,34.0
A578135,*Sadie,2016-07-03 16:57:00,6403 Johnny Morris Unit 10 in Austin (TX),Stray,Normal,Spayed Female,6 years,German Shepherd Mix,Tricolor,,1,198.0
A578168,Asad,2014-05-25 12:44:00,Austin (TX),Owner Surrender,Sick,Intact Male,4 years,Silky Terrier,Gray,Tan,1,31.0
A578341,Lucas,2016-11-23 14:52:00,11336  Rimrock Trl in Austin (TX),Stray,Normal,Intact Male,6 years,Pekingese Mix,White,,1,5.0
A578543,Buddy,2017-07-22 10:56:00,4550 Avenue A in Austin (TX),Stray,Normal,Neutered Male,10 years,Chihuahua Shorthair Mix,Black,Tan,1,28.0
A578580,Princess,2017-08-07 14:18:00,Texas 45 And Escarpment Boulevard in Austin (TX),Stray,Normal,Spayed Female,11 years,Siberian Husky Mix,Black,White,1,6.0
A578688,Bailey,2016-04-25 13:35:00,Austin (TX),Owner Surrender,Normal,Spayed Female,6 years,Chow Chow Mix,Red,White,1,4.0
A578861,Ruby,2019-03-07 15:19:00,Austin (TX),Owner Surrender,Injured,Spayed Female,9 years,Boxer Mix,White,Brown,3,21.333333333333332
A581393,Liz Lemon,2017-02-17 09:44:00,Austin (TX),Owner Surrender,Normal,Spayed Female,6 years,Rhod Ridgeback Mix,Brown,,1,4.0
A582491,Chipper,2019-01-21 14:56:00,2102 Chicon Street in Austin (TX),Stray,Normal,Neutered Male,9 years,Chihuahua Shorthair Mix,White,Brown,1,8.0
A584437,Wally,2015-11-14 14:11:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5 years,Labrador Retriever Mix,Brown,,2,31.5
A584727,Sooner,2017-10-09 09:33:00,Ribecke And Webberville in Austin (TX),Stray,Normal,Neutered Male,8 years,Manchester Terrier Mix,Black,Brown,1,4.0
A585277,Rocky,2018-04-26 15:51:00,5901 Municipal Complex Way in Lago Vista (TX),Stray,Normal,Neutered Male,8 years,Finnish Spitz Mix,Black,White,1,38.0
A585692,Harley,2014-09-24 13:45:00,Lindeman Ln And Cherry Hollow Crossing in Travis (TX),Stray,Injured,Spayed Female,4 years,Labrador Retriever Mix,Black,,1,71.0
A585735,Mayla,2018-11-27 11:29:00,1406 Dale Drive in Austin (TX),Stray,Normal,Spayed Female,9 years,Boxer Mix,Brown,White,1,32.0
A585850,Ice Cream,2015-10-29 15:53:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8 years,Pit Bull Mix,White,Tan,1,15.0
A585941,Nappa,2013-10-27 15:59:00,2700 Gracie Farms Ln in Austin (TX),Stray,Normal,Neutered Male,4 years,Staffordshire,Brown,,1,133.0
A585942,Jack,2013-10-27 15:59:00,2700 Gracie Farms Ln in Austin (TX),Stray,Normal,Neutered Male,8 years,Rat Terrier Mix,White,Brown,1,118.0
A586033,Moose,2016-01-21 13:41:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6 years,Beagle Mix,White,,2,20.5
A586522,*Louie,2014-04-19 15:05:00,1505 Broadmoor Dr in Austin (TX),Stray,Normal,Neutered Male,3 years,Labrador Retriever Mix,Black,White,1,29.0
A586717,Deuce,2014-08-07 13:55:00,16523 Fagerquist in Travis (TX),Stray,Injured,Neutered Male,5 years,Pit Bull Mix,Red,White,1,108.0
A587006,Pivo,2013-10-21 13:45:00,Austin (TX),Owner Surrender,Normal,Neutered Male,4 years,Australian Cattle Dog,White,Black,1,182.0
A587278,Schroeder,2015-09-19 12:07:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5 years,German Shepherd Mix,Black,Brown,1,6.0
A587510,Chocolate,2014-01-13 18:35:00,3600 S Ih35 Woodward St in Austin (TX),Stray,Normal,Neutered Male,4 years,Pit Bull Mix,Red,White,1,78.0
A587990,Cevrus,2013-10-12 16:18:00,183 And Research in Austin (TX),Public Assist,Normal,Neutered Male,4 years,Dachshund Mix,Black,White,1,22.0
A588258,Diamond,2015-09-16 15:42:00,4800 Surrey Dr in Austin (TX),Public Assist,Normal,Spayed Female,7 years,German Shepherd Mix,Black,Tan,1,107.0
A588953,Petey,2013-10-28 13:47:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6 years,American Bulldog,Black,White,1,46.0
A589206,Georgia,2014-04-21 13:42:00,Austin (TX),Owner Surrender,Normal,Spayed Female,7 years,Bull Terrier Mix,Blue,,1,182.0
A589374,Panda,2017-08-20 12:38:00,1144 Mason Avenue in Austin (TX),Owner Surrender,Normal,Neutered Male,7 years,American Bulldog Mix,Black,White,1,170.0
A589649,Penny,2018-03-09 13:06:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8 years,Border Collie Mix,Black,Brown,1,9.0
A590017,Tessie,2016-04-23 15:50:00,12803 Doorbell Dr in Manor (TX),Stray,Normal,Spayed Female,6 years,Pit Bull Mix,Tan,White,1,118.0
A590144,Pebbles,2014-08-12 12:49:00,2218  Pershing Dr in Austin (TX),Stray,Normal,Spayed Female,8 years,Rottweiler,Black,Brown,1,533.0
A590290,Oreo,2014-08-18 10:17:00,3717 Crownover in Austin (TX),Stray,Normal,Neutered Male,3 years,Border Terrier Mix,White,Black,1,9.0
A590479,Molly,2014-07-06 11:21:00,Hornsby in Austin (TX),Stray,Normal,Spayed Female,7 years,Great Pyrenees Mix,White,,1,5.0
A590637,Max,2013-11-18 12:09:00,1600 Smith Rd in Austin (TX),Stray,Normal,Neutered Male,3 years,German Shepherd Mix,Tan,White,2,15.5
A590694,Bear,2017-03-23 12:56:00,Austin (TX),Stray,Normal,Neutered Male,8 years,German Shepherd Mix,Brown,Black,1,13.0
A591124,Copper,2016-08-16 12:17:00,Austin (TX),Owner Surrender,Normal,Neutered Male,8 years,Rottweiler Mix,Red,,1,12.0
A591462,Dixon,2015-01-17 11:36:00,290/Springdale in Austin (TX),Stray,Normal,Neutered Male,4 years,American Staffordshire Terrier Mix,Black,White,1,28.0
A591537,Luna,2015-06-01 18:27:00,Outside Jurisdiction,Owner Surrender,Normal,Spayed Female,6 years,Pit Bull Mix,Black,White,1,89.0
A591775,Jack,2014-11-14 17:32:00,2103 Granberry in Austin (TX),Owner Surrender,Normal,Neutered Male,5 years,Chihuahua Shorthair Mix,White,Tan,1,43.0
A591903,Loki,2016-01-18 13:10:00,2310 Wickersham Ln in Austin (TX),Stray,Normal,Neutered Male,5 years,Border Terrier Mix,Tan,Tan,1,8.0
A591971,Buddy,2015-04-24 13:51:00,Del Valle (TX),Owner Surrender,Normal,Neutered Male,5 years,Collie Rough Mix,Tan,White,2,22.5
A592335,Dex,2015-08-26 12:54:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5 years,Norwich Terrier Mix,Tan,,1,4.0
A592454,*Mabel,2014-05-23 17:00:00,1724 Bunche Rd in Austin (TX),Stray,Normal,Spayed Female,5 years,Pit Bull Mix,Brown,,1,173.0
A592629,Peanut,2015-07-08 12:35:00,6600 Elm Creek #81 in Austin (TX),Stray,Normal,Neutered Male,5 years,Dachshund Mix,Red,Red,1,14.0
A592671,Springsteen,2017-01-27 16:48:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6 years,Border Terrier Mix,Yellow,,1,2.0
A593205,Nigel,2014-04-26 16:45:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6 years,Dachshund Mix,Red,,1,3.0
A593567,Bruno,2015-09-28 15:30:00,Austin (TX),Public Assist,Normal,Neutered Male,5 years,Chihuahua Shorthair Mix,Tricolor,White,1,71.0
A593868,Tiger,2016-12-08 14:36:00,2907 Kuhlman Ave in Austin (TX),Owner Surrender,Normal,Neutered Male,9 years,American Staffordshire Terrier,Black,White,1,54.0
A594017,Brenda,2017-07-19 11:14:00,Austin (TX),Public Assist,Normal,Spayed Female,7 years,Staffordshire Mix,Brown,White,1,558.0
A594194,Snoop,2017-02-09 09:56:00,Austin (TX),Owner Surrender,Normal,Neutered Male,7 years,Chinese Sharpei Mix,Brown,White,1,155.0
A594195,Diamond,2017-02-09 09:56:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8 years,Pit Bull Mix,Tan,White,1,71.0
A594400,*Jordan,2015-02-17 11:09:00,Dessau Rd & E Howard Ln in Austin (TX),Stray,Normal,Spayed Female,5 years,Boxer Mix,Brown,,1,41.0
A594707,*Frisco,2013-10-02 12:36:00,Austin (TX),Public Assist,Normal,Spayed Female,4 years,German Shepherd Mix,White,,1,121.0
A594809,Mitzu,2018-11-06 16:18:00,Austin (TX),Owner Surrender,Normal,Neutered Male,9 years,Beagle Mix,Black,Tan,1,11.0
A594828,Buddy,2015-12-11 15:50:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5 years,Labrador Retriever Mix,Black,,1,2.0
A595090,Cinnamon,2015-04-06 14:18:00,Outside Jurisdiction,Owner Surrender,Normal,Neutered Male,4 years,Boxer Mix,Tan,Black,2,126.0
A595363,Teacup,2015-10-26 16:03:00,7131 Wood Hollow Dr in Austin (TX),Stray,Normal,Spayed Female,5 years,Dachshund Mix,Brown,,1,5.0
A595590,Jo,2013-10-07 07:39:00,10520 N. Lamar in Austin (TX),Stray,Normal,Spayed Female,2 years,Black/Tan Hound Mix,Black,Tan,1,90.0
A595620,Alfred,2014-12-18 12:35:00,Austin (TX),Owner Surrender,Normal,Neutered Male,4 years,Basset Hound Mix,Tan,White,1,9.0
A595633,Chance,2017-01-06 09:31:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6 years,American Bulldog Mix,Black,White,2,54.5
A596202,Lucky,2016-02-03 13:38:00,124 W Anderson Ln in Austin (TX),Stray,Normal,Neutered Male,6 years,Labrador Retriever Mix,Black,,1,176.0
A596317,Jenny,2013-12-05 18:01:00,11304 North Ih 35 in Austin (TX),Stray,Normal,Spayed Female,3 years,American Staffordshire Terrier Mix,Black,White,1,23.0
A596406,*Phany,2016-01-02 16:25:00,Havana And Powell Dr in Austin (TX),Stray,Normal,Spayed Female,4 years,Labrador Retriever,Black,,1,4.0
A596658,Victoria,2017-07-13 09:58:00,2900 E Cesar Chavez St in Austin (TX),Owner Surrender,Normal,Spayed Female,3 years,Boxer Mix,White,Black,1,214.0
A597037,Cookie,2015-02-01 09:57:00,4708 Castleman Dr. in Austin (TX),Stray,Normal,Spayed Female,4 years,Boxer Mix,Black,White,2,6.5
A597131,Austin,2015-04-02 11:36:00,Outside Jurisdiction,Owner Surrender,Normal,Neutered Male,4 years,Bluetick Hound Mix,Brown,White,1,38.0
A597150,Kola,2014-03-19 12:57:00,Mearns Meadow Blvd & Boyer Blvd in Austin (TX),Stray,Normal,Spayed Female,4 years,Labrador Retriever Mix,Brown,,2,221.5
A597335,Princess,2017-03-09 16:00:00,8601 El Rey in Austin (TX),Stray,Injured,Spayed Female,6 years,Cane Corso Mix,Blue,White,2,162.5
A597414,Shiner,2014-12-02 14:08:00,9Th & San Saba in Austin (TX),Stray,Normal,Neutered Male,4 years,Plott Hound,Black,,1,71.0
A597678,China,2016-03-12 13:49:00,E Slaughter Ln & Old Lockhart Rd in Austin (TX),Stray,Normal,Spayed Female,7 years,Pit Bull,Black,White,1,119.0
A597754,Sunshine,2015-06-15 13:26:00,1135 Garland Ave in Austin (TX),Stray,Normal,Spayed Female,5 years,Vizsla Mix,Red,White,1,59.0
A597837,Toby,2014-08-07 16:13:00,Austin (TX),Owner Surrender,Normal,Neutered Male,3 years,Miniature Schnauzer Mix,Black,White,1,16.0
A598001,N/A,2017-12-19 18:43:00,12800 West Highway 290 in Manor (TX),Stray,Normal,Neutered Male,8 years,Rat Terrier Mix,Tricolor,,1,7.0
A598212,Rocky,2016-01-28 15:55:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6 years,Miniature Schnauzer Mix,Gray,,1,2.0
A598610,Ellie,2013-11-24 13:31:00,Austin (TX),Owner Surrender,Normal,Spayed Female,3 years,Australian Kelpie Mix,Black,,1,13.0
A598657,Ruby,2017-12-10 10:20:00,2938 Pecan Springs Rd in Austin (TX),Stray,Normal,Spayed Female,8 years,Pit Bull,Black,White,1,51.0
A599068,Honey,2015-11-22 11:13:00,6205 E Riverside Dr in Austin (TX),Stray,Normal,Spayed Female,7 years,Boxer Mix,Brown,White,1,13.0
A599829,Dodger,2019-05-29 14:48:00,Fm973 And Decker Lake Road in Austin (TX),Stray,Normal,Neutered Male,8 years,Labrador Retriever Mix,Black,White,1,74.0
A600245,Chato,2018-09-23 15:26:00,Austin (TX),Owner Surrender,Normal,Intact Male,8 years,Pit Bull Mix,White,Brown,1,333.0
A600394,Natasha,2018-04-13 16:11:00,Austin (TX),Owner Surrender,Normal,Spayed Female,13 years,Labrador Retriever Mix,Black,White,1,31.0
A600769,King,2015-06-03 16:17:00,Del Valle (TX),Owner Surrender,Normal,Neutered Male,7 years,American Bulldog Mix,Tan,White,1,143.0
A600779,Oso,2015-02-27 12:48:00,9305 Carson Creek in Austin (TX),Stray,Normal,Neutered Male,6 years,Border Collie Mix,White,Gray,1,8.0
A600858,Little Man,2019-09-23 10:34:00,2201 Montopolis in Austin (TX),Owner Surrender,Normal,Intact Male,8 years,Chihuahua Shorthair Mix,Brown,White,1,21.0
A600948,Chica,2016-02-02 18:30:00,3603 Southridge in Austin (TX),Stray,Normal,Spayed Female,4 years,Chihuahua Shorthair,White,Tan,1,3.0
A601250,Charly,2015-06-27 14:06:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4 years,Labrador Retriever Mix,Black,,1,23.0
A601363,Stacie,2014-07-09 11:24:00,Walsh Tarlton And Stoneridge in Austin (TX),Stray,Normal,Spayed Female,5 years,Pointer Mix,White,Black,1,12.0
A601614,Freida,2016-01-22 17:40:00,Austin (TX),Owner Surrender,Sick,Spayed Female,5 years,German Shepherd,Black,Tan,1,57.0
A601696,Lady,2014-03-10 11:35:00,2303 Purple Sage in Austin (TX),Public Assist,Injured,Spayed Female,5 years,Labrador Retriever Mix,Black,White,1,342.0
A602389,Chacho,2018-01-05 14:30:00,6001 Ponca St in Austin (TX),Stray,Normal,Neutered Male,7 years,Dutch Shepherd Mix,Tricolor,,1,346.0
A603018,Romo,2019-05-26 13:07:00,Tillery And Lyons Road in Austin (TX),Stray,Normal,Intact Male,9 years,Labrador Retriever,Brown,,1,89.0
A603544,Apollo,2018-09-20 13:08:00,Austin (TX),Owner Surrender,Normal,Neutered Male,7 years,Pit Bull Mix,Brown,White,1,41.0
A603619,Oso,2015-05-13 16:45:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6 years,Labrador Retriever Mix,Black,,1,27.0
A603620,Gordo,2015-05-13 16:45:00,Austin (TX),Owner Surrender,Normal,Neutered Male,4 years,Australian Shepherd Mix,Brown,White,1,11.0
A603621,Baby,2015-04-12 12:46:00,Austin (TX),Public Assist,Normal,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown,,1,281.0
A603708,Daisy,2017-09-11 10:53:00,7111 Crystalbrook Dr in Austin (TX),Owner Surrender,Normal,Intact Female,8 years,Pit Bull Mix,White,Brown,1,705.0
A603736,Bleu,2015-12-10 13:38:00,12812 Briarcreek Loop in Travis (TX),Stray,Normal,Spayed Female,8 years,Pit Bull,Blue,White,1,29.0
A603908,William,2016-11-16 10:33:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5 years,Soft Coated Wheaten Terrier Mix,White,,1,9.0
A603949,*Millie,2014-02-04 13:21:00,13904 Tophll Cir in Pflugerville (TX),Stray,Normal,Spayed Female,3 years,Chihuahua Shorthair,White,,1,18.0
A604301,*Tiffany,2016-05-25 11:29:00,301 W 38Th in Austin (TX),Owner Surrender,Normal,Spayed Female,6 years,Labrador Retriever Mix,Black,,1,104.0
A604442,Bella,2016-05-21 13:06:00,2104 Tall Withers Cove in Austin (TX),Stray,Normal,Spayed Female,5 years,Boxer Mix,Brown,White,1,20.0
A604785,Cobi,2014-06-01 15:06:00,Round Rock (TX),Owner Surrender,Normal,Neutered Male,9 years,Chesa Bay Retr Mix,Brown,,1,25.0
A604955,Pollydoodle,2013-10-08 15:48:00,9308 Fm 969 in Travis (TX),Stray,Normal,Spayed Female,3 years,American Staffordshire Terrier Mix,Brown,White,2,433.0
A605052,Jerzey,2016-12-04 08:39:00,600 Barwood Park in Austin (TX),Public Assist,Normal,Neutered Male,9 years,Labrador Retriever Mix,Brown,White,1,20.0
A605337,Ruby,2014-03-24 13:14:00,Austin (TX),Owner Surrender,Normal,Spayed Female,3 years,Pit Bull Mix,Brown,White,1,147.0
A605420,Lucy,2015-03-11 11:44:00,Austin (TX),Owner Surrender,Normal,Spayed Female,5 years,Chihuahua Shorthair Mix,Red,,1,29.0
A605692,Vito,2017-05-30 10:00:00,Austin (TX),Owner Surrender,Normal,Neutered Male,7 years,Miniature Pinscher Mix,Black,Brown,2,37.0
A606646,*Merry,2014-02-07 14:48:00,6905 Carver in Austin (TX),Stray,Normal,Spayed Female,6 years,English Bulldog Mix,Tan,White,1,115.0
A606761,Lucy,2016-10-12 17:54:00,Austin (TX),Owner Surrender,Normal,Spayed Female,6 years,Blue Lacy Mix,Blue,White,1,31.0
A607131,Rocky,2014-03-16 11:09:00,E Croslin And Twin Crest in Austin (TX),Stray,Normal,Neutered Male,6 years,Rat Terrier Mix,Brown,White,1,78.0
A607585,*Frisco,2016-05-03 15:15:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8 years,Jack Russell Terrier Mix,Brown,White,1,5.0
A607663,Chopper,2014-04-09 16:08:00,9604 Carson Creek in Del Valle (TX),Stray,Normal,Neutered Male,5 years,Catahoula Mix,Brown,White,3,286.6666666666667
A607743,Stella,2016-02-11 18:15:00,8601 Vertex Blvd in Austin (TX),Stray,Normal,Spayed Female,7 years,Staffordshire Mix,Blue,White,1,29.0
A607884,Kylie,2014-11-13 15:45:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8 years,Border Collie Mix,Black,White,1,3.0
A607903,Penelope,2017-05-19 12:20:00,Austin (TX),Owner Surrender,Injured,Spayed Female,6 years,Australian Cattle Dog Mix,Brown,Red,1,91.0
A608012,Bella,2019-11-07 14:22:00,Austin (TX),Owner Surrender,Normal,Spayed Female,7 years,Cardigan Welsh Corgi Mix,White,Tan,1,33.0
A608349,Olivia,2015-07-21 14:40:00,2906 E Martin Luther King Jr Blvd in Austin (TX),Stray,Normal,Spayed Female,8 years,Rat Terrier Mix,White,Tricolor,1,57.0
A608411,Cappuccino,2014-11-02 15:53:00,Austin (TX),Owner Surrender,Normal,Neutered Male,4 years,American Pit Bull Terrier Mix,Brown,White,1,20.0
A608564,Addie,2015-05-28 18:25:00,Kent St And Quarry Rd in Austin (TX),Stray,Normal,Spayed Female,4 years,Jack Russell Terrier Mix,Brown,,1,18.0
A608875,Boss,2016-07-21 16:36:00,917 Shady Lane in Austin (TX),Stray,Normal,Neutered Male,6 years,Pit Bull Mix,Tricolor,,1,49.0
A609041,Cocoa,2013-11-07 11:34:00,8010 N I H 35 in Austin (TX),Stray,Normal,Spayed Female,7 years,American Staffordshire Terrier Mix,Brown,,1,4.0
A609206,Baby,2015-09-14 16:23:00,Manor (TX),Owner Surrender,Normal,Spayed Female,4 years,Labrador Retriever Mix,Tan,,1,4.0
A609221,Beau,2016-07-31 12:46:00,5736 Arcadia Cir in Del Valle (TX),Stray,Normal,Neutered Male,7 years,Plott Hound Mix,Brown,White,1,388.0
A609949,Rakscha,2014-12-02 14:08:00,9Th & San Saba in Austin (TX),Stray,Normal,Spayed Female,4 years,Catahoula Mix,Yellow,White,1,25.0
A610270,Daisy,2015-02-15 12:56:00,8112 West Gate A in Austin (TX),Stray,Normal,Spayed Female,7 years,Pit Bull Mix,White,Red,1,138.0
A610401,Lady,2014-11-26 16:10:00,827 W Fm 1626 in Travis (TX),Stray,Normal,Intact Female,8 years,Jack Russell Terrier,White,Brown,2,4.5
A610475,Kimbo,2014-04-17 13:56:00,Austin (TX),Owner Surrender,Normal,Neutered Male,7 years,Pit Bull Mix,White,Brown,1,94.0
A610680,Hershey,2014-02-27 10:51:00,Austin (TX),Owner Surrender,Normal,Spayed Female,3 years,Chihuahua Shorthair Mix,Brown,Tan,1,2.0
A610763,Princess,2014-05-13 16:08:00,8121 Research in Austin (TX),Stray,Normal,Spayed Female,10 years,Chihuahua Shorthair Mix,White,Black,1,1.0
