animal_id,name,datetime,found_location,type,intake_condition,sex,age,breed,color_primary,color_secondary,num_stays,avg_stay_len
A685944,*Gilley,2014-08-14 16:49:00,Fm 812/ East 183 in Austin (TX),Stray,Normal,Intact Male,1,American Bulldog Mix,White,Brown,1,4.074305555555555
A685945,Cody,2014-08-14 16:42:00,6505 Burleson Rd in Austin (TX),Stray,Normal,Intact Male,5,Chihuahua Shorthair Mix,Tan,White,1,36.954861111111114
A685948,*Haley,2014-08-14 17:46:00,Mercyside And Cambourne in Pflugerville (TX),Stray,Normal,Intact Female,1,Chihuahua Longhair Mix,Brown,,1,12.015277777777778
A685950,Jojo,2014-08-14 18:51:00,206 W. William Cannon in Austin (TX),Public Assist,Normal,Intact Male,1,Labrador Retriever Mix,Tan,,1,57.99513888888889
A685953,Sprout,2014-08-14 21:00:00,11350 Four Points in Austin (TX),Owner Surrender,Normal,Neutered Male,1,Labrador Retriever Mix,Brown,White,1,1.7930555555555556
A685958,Cody,2014-08-15 11:12:00,7201 Levander Loop in Austin (TX),Stray,Normal,Intact Male,1,Beagle Mix,White,Tan,1,4.245138888888889
A685964,Paco,2014-08-15 10:37:00,5503 Bevin Cove in Austin (TX),Stray,Normal,Intact Male,1,Maltese Mix,White,,1,4.316666666666666
A685967,Jessie,2014-08-15 11:46:00,Austin (TX),Owner Surrender,Normal,Intact Female,2,Dachshund Wirehair Mix,Gray,White,1,8.234722222222222
A685968,*Jumbo,2014-08-15 11:46:00,Austin (TX),Owner Surrender,Normal,Intact Male,2,Chihuahua Shorthair Mix,White,White,1,16.12013888888889
A685971,Peluche,2014-08-15 11:46:00,Austin (TX),Owner Surrender,Normal,Intact Male,1,Dachshund Wirehair Mix,White,,1,2.298611111111111
A685975,Lola,2014-08-15 12:27:00,Stassney & Palo Blanco in Austin (TX),Stray,Normal,Intact Female,4,Miniature Poodle Mix,Gray,White,1,4.209722222222222
A685976,*Boss,2014-08-15 12:56:00,Austin (TX),Owner Surrender,Normal,Neutered Male,4,Pembroke Welsh Corgi,Tricolor,,2,51.553124999999994
A685977,Princess,2014-08-15 12:56:00,Austin (TX),Owner Surrender,Normal,Intact Female,1,Pit Bull,Blue,White,1,43.03333333333333
A685981,Max,2014-08-15 13:39:00,6700 Montana in Austin (TX),Stray,Normal,Intact Male,1,Yorkshire Terrier Mix,Brown,Black,1,4.16875
A685997,Ruby,2014-08-15 15:35:00,Austin (TX),Owner Surrender,Normal,Intact Female,2,Labrador Retriever Mix,Black,White,2,12.011111111111113
A685998,Nadira,2014-08-15 15:40:00,Linden/Montopolis in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Black,White,1,4.09375
A685999,N/A,2014-08-15 15:40:00,Linden/Montopolis in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Black,White,1,4.0680555555555555
A686000,Brittany,2014-08-15 15:49:00,Manor (TX),Owner Surrender,Normal,Spayed Female,1,Australian Cattle Dog Mix,Black,White,1,109.10208333333334
A686005,Tex,2014-08-15 15:50:00,Nuckols Crossing/Stassney in Austin (TX),Stray,Normal,Intact Male,1,Manchester Terrier Mix,Tan,White,1,4.066666666666666
A686008,Filbert,2014-08-15 16:29:00,6000 Turnstone in Austin (TX),Stray,Normal,Intact Male,1,Boykin Span Mix,Brown,White,1,4.054166666666666
A686009,Mikey,2014-08-15 16:45:00,Austin (TX),Owner Surrender,Normal,Intact Male,1,Catahoula Mix,White,Brown,2,7.087847222222222
A686071,Fiona,2014-08-16 11:27:00,Compass Dr And Point N Drive in Austin (TX),Stray,Normal,Intact Female,1,Chihuahua Shorthair Mix,Black,White,1,4.21875
A686072,Snoopy,2014-08-16 11:27:00,Compass Dr And Point N Drive in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Black,White,1,4.220833333333333
A686073,Clyde,2014-08-19 12:31:00,Austin (TX),Owner Surrender,Normal,Intact Male,1,Jack Russell Terrier Mix,White,Black,1,5.2034722222222225
A686074,Rocky,2014-08-16 11:41:00,501 U.S. 183 in Austin (TX),Stray,Normal,Neutered Male,3,Cardigan Welsh Corgi Mix,Tricolor,,1,4.211805555555555
A686081,N/A,2014-08-16 12:37:00,11928 Stonehollow Dr in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Tan,White,1,4.208333333333333
A686082,N/A,2014-08-16 12:39:00,Lambs Ln And Middlelake in Austin (TX),Stray,Normal,Spayed Female,2,Siberian Husky Mix,Red,White,1,4.250694444444444
A686084,N/A,2014-08-16 12:26:00,11120 Maha Loop Rd in Travis (TX),Stray,Normal,Intact Female,1,Siberian Husky Mix,Black,White,1,6.249305555555556
A686085,Ranger,2014-08-16 13:02:00,Ih 35 And 7Th St in Austin (TX),Stray,Normal,Neutered Male,2,Labrador Retriever Mix,Black,White,1,9.149305555555555
A686128,*Huey,2014-08-16 17:11:00,Jelly Palm Trail in Travis (TX),Stray,Normal,Intact Male,1,Pit Bull Mix,Blue,White,1,13.869444444444444
A686129,*Lewis,2014-08-16 17:11:00,Jelly Palm Trail in Travis (TX),Stray,Normal,Intact Male,1,Pit Bull Mix,Blue,White,1,13.8625
A686131,Winston,2014-08-16 17:54:00,623 Blue Valley Dr in Austin (TX),Stray,Normal,Intact Male,1,Leonberger Mix,Brown,White,1,118.74444444444444
A686138,Chuco,2014-08-17 11:15:00,William Cannon/Westgate in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Brown,Tricolor,1,4.9944444444444445
A686140,*Huggy Bear,2014-08-17 11:44:00,4400 S Interstate 35 Frontage Rd in Austin (TX),Stray,Normal,Intact Female,1,German Shepherd Mix,Black,White,1,4.29375
A686152,Sandy,2014-08-17 13:00:00,12201 Running Bird Ln in Austin (TX),Owner Surrender,Normal,Spayed Female,8,Pit Bull Mix,Tan,White,2,66.16145833333334
A686155,*Jango,2014-08-17 14:20:00,14904 Hoot Owl Ct in Travis (TX),Stray,Normal,Intact Male,1,Australian Cattle Dog Mix,Black,Blue,1,5.1409722222222225
A686157,Brooklyn,2014-08-17 15:18:00,809 Sirocco Dr in Austin (TX),Stray,Normal,Intact Female,1,American Pit Bull Terrier Mix,White,Brown,1,4.075694444444444
A686170,Simba,2014-08-17 17:26:00,909 Armadillo Rd in Austin (TX),Stray,Normal,Intact Male,2,Chihuahua Shorthair Mix,Brown,White,1,7.011111111111111
A686178,Yager,2014-08-18 11:20:00,1119 Lott Ave in Austin (TX),Stray,Normal,Neutered Male,1,German Shepherd Mix,Black,Tan,1,6.04375
A686180,Dallas,2014-08-18 11:37:00,2901 Parker Ln in Austin (TX),Public Assist,Normal,Intact Female,1,Chihuahua Shorthair Mix,Black,Tan,1,6.222916666666666
A686197,N/A,2014-08-18 13:30:00,2600 Crownover Street in Austin (TX),Stray,Normal,Intact Female,1,Plott Hound Mix,Brown,White,1,5.190972222222222
A686202,Macarron,2014-08-28 13:07:00,Austin (TX),Owner Surrender,Normal,Neutered Male,1,Labrador Retriever Mix,Brown,White,1,1.9868055555555555
A686203,*Storm,2014-08-18 14:14:00,15302 Strom in Travis (TX),Stray,Normal,Intact Female,1,Pit Bull Mix,Black,White,1,9.877083333333333
A686206,Ace,2014-08-20 17:58:00,Cameron Rd & Ferguson Ln in Austin (TX),Stray,Normal,Intact Male,1,German Shepherd Mix,Tan,White,3,11.798611111111109
A686220,N/A,2014-08-18 16:20:00,Hyson Crossing in Pflugerville (TX),Stray,Normal,Intact Male,1,Jack Russell Terrier Mix,White,Brown,1,4.038194444444445
A686225,Shiner,2014-08-18 17:23:00,Austin (TX),Owner Surrender,Normal,Intact Male,1,Labrador Retriever Mix,White,Brown,1,19.024305555555557
A686226,Chan,2014-08-18 17:23:00,Austin (TX),Owner Surrender,Normal,Intact Male,1,Dutch Shepherd,Black,Brown,1,34.0
A686231,Echo,2014-08-18 18:16:00,15771 Ih 35 in Austin (TX),Stray,Normal,Intact Male,1,German Shepherd Mix,Black,Tan,1,4.011805555555555
A686256,*Oscar,2014-08-19 11:02:00,4550 Mueller Blvd in Austin (TX),Stray,Normal,Intact Male,3,German Shepherd Mix,Tricolor,,1,17.2625
A686257,*Milo,2014-08-19 10:52:00,7137 Walkup Ln in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Black,Brown,1,22.334722222222222
A686260,Dustin,2014-08-19 11:33:00,Mckinney Falls Pkwy & Dee Gabriel Collins Rd in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Tricolor,,1,6.253472222222222
A686262,*Dillon,2014-08-19 11:33:00,Mckinney Falls Pkwy & Dee Gabriel Collins Rd in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Black,Tan,1,4.25625
A686263,Louis,2014-08-19 11:33:00,Mckinney Falls Pkwy & Dee Gabriel Collins Rd in Austin (TX),Stray,Normal,Intact Male,1,Norfolk Terrier Mix,Tan,White,1,4.256944444444445
A686271,N/A,2014-08-19 13:42:00,Avenue N /Howard in Austin (TX),Stray,Normal,Intact Female,1,Chihuahua Shorthair Mix,Brown,,1,4.210416666666666
A686277,*Bo,2014-08-19 14:30:00,7102 Townsborough in Austin (TX),Stray,Normal,Intact Male,4,Australian Cattle Dog Mix,Brown,,1,83.16805555555555
A686280,N/A,2014-08-19 14:59:00,Maybock Drive in Del Valle (TX),Stray,Normal,Intact Female,1,Border Terrier Mix,Black,White,1,4.104166666666667
A686282,Lola,2014-08-19 15:10:00,Boyce Ln & Innes View Rd in Austin (TX),Stray,Normal,Intact Female,1,Jack Russell Terrier Mix,Black,Tan,1,5.084722222222222
A686283,N/A,2014-08-19 15:10:00,Boyce Ln & Innes View Rd in Austin (TX),Stray,Normal,Intact Female,1,Jack Russell Terrier Mix,Tan,White,1,4.103472222222222
A686315,Cupid,2014-08-20 08:57:00,12034 Research Blvd. in Austin (TX),Stray,Normal,Intact Male,1,Labrador Retriever Mix,White,Tan,1,38.166666666666664
A686319,Jack,2014-08-20 10:38:00,2805 Catalina Drive in Austin (TX),Stray,Normal,Neutered Male,4,Plott Hound Mix,Brown,,1,298.0576388888889
A686320,Mabel,2014-08-20 10:38:00,2805 Catalina Drive in Austin (TX),Stray,Normal,Intact Female,2,Beagle Mix,Tan,White,1,9.288194444444445
A686323,Hope,2014-08-20 12:03:00,400 Grove Blvd in Austin (TX),Stray,Normal,Spayed Female,1,Catahoula Mix,Brown,White,1,35.12430555555556
A686337,Vega,2014-08-20 15:41:00,12310 Von Quintus Rd in Travis (TX),Owner Surrender,Normal,Intact Female,3,German Shepherd,Brown,Black,1,42.85625
A686349,Nova,2014-08-20 17:02:00,Ohlen And 183 in Austin (TX),Stray,Normal,Intact Female,1,Dachshund Mix,Black,,1,10.031944444444445
A686362,Rocky,2014-08-20 17:27:00,Duval And E 48Th St in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Brown,White,2,7.437847222222222
A686364,Bubba,2014-08-20 18:01:00,Austin (TX),Owner Surrender,Normal,Intact Male,1,Pug Mix,Brown,Black,2,1.4444444444444444
A686365,Hazel,2014-08-20 18:24:00,Hamilton Point Circle & Jaron Dr in Manor (TX),Stray,Normal,Intact Female,1,Carolina Dog,Tan,,4,36.894618055555554
A686371,Taker,2014-08-21 09:15:00,Airport in Austin (TX),Stray,Normal,Intact Male,1,Pit Bull Mix,Brown,,1,9.210416666666667
A686372,Tea-Tee,2014-08-21 09:15:00,Airport in Austin (TX),Stray,Normal,Intact Female,1,Staffordshire Mix,White,Tan,1,5.4006944444444445
A686377,N/A,2014-08-21 10:41:00,Norwood Park Blvd & Clock Tower Dr in Austin (TX),Stray,Normal,Intact Male,1,Dachshund Wirehair Mix,Brown,Black,1,4.263888888888889
A686383,*Prince,2014-08-21 11:04:00,S1St/William Cannon in Austin (TX),Stray,Normal,Intact Male,1,Akita Mix,White,Tan,1,12.271527777777777
A686390,*Huey,2014-08-21 16:14:00,4200 Brookview Rd in Austin (TX),Stray,Normal,Intact Male,1,Anatol Shepherd Mix,Tan,Black,1,4.052777777777778
A686393,Sugar,2014-08-21 12:21:00,13717 Burnet Rd in Austin (TX),Stray,Normal,Intact Female,2,Pit Bull Mix,Tan,White,2,40.58645833333333
A686406,N/A,2014-08-21 12:39:00,Loyola And Decker in Austin (TX),Stray,Injured,Intact Male,1,Border Terrier Mix,Tan,Black,1,4.189583333333333
A686416,Lady,2014-08-21 15:02:00,Heatherwild/Olympia in Pflugerville (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Black,White,1,9.093055555555555
A686417,Pooh Bear,2014-08-21 15:19:00,Austin (TX),Owner Surrender,Aged,Neutered Male,15,Chihuahua Shorthair Mix,Tan,Black,1,1.0631944444444446
A686433,*Tara,2014-08-21 18:16:00,Westgate in Austin (TX),Stray,Normal,Intact Female,2,Pit Bull Mix,Black,White,1,225.86180555555555
A686437,Nolan,2014-08-21 18:58:00,1600 Wickersham Lane in Austin (TX),Stray,Normal,Intact Male,1,Border Collie Mix,Brown,White,1,10.82638888888889
A686449,*Charlie,2014-08-22 11:14:00,Sheep Hollow in Travis (TX),Stray,Normal,Intact Male,10,Labrador Retriever Mix,Tricolor,White,1,938.0986111111112
A686451,Garen,2014-09-07 12:04:00,12166 Metric Blvd in Austin (TX),Stray,Normal,Neutered Male,2,Border Collie Mix,Black,White,1,7.080555555555556
A686453,*Maddie,2014-08-22 11:39:00,1113 Banaster Ln in Austin (TX),Stray,Normal,Intact Female,1,American Staffordshire Terrier Mix,Blue,White,1,36.113194444444446
A686454,Louie,2014-08-22 11:40:00,12827 Ranch Road 620 North in Austin (TX),Stray,Normal,Neutered Male,1,Chihuahua Shorthair Mix,Tan,,1,4.013194444444444
A686455,N/A,2014-08-22 11:40:00,12827 Ranch Road 620 North in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Tan,White,1,4.284027777777778
A686464,Pearce,2014-08-22 12:57:00,Pearce Rd And City Park in Austin (TX),Stray,Normal,Intact Male,2,Pit Bull Mix,Blue,White,1,161.97986111111112
A686467,Duke,2014-08-22 13:31:00,911 Westlake Dr in West Lake Hills (TX),Stray,Normal,Intact Male,4,Catahoula Mix,White,Tan,2,46.092708333333334
A686482,Emma,2014-08-22 16:25:00,200 Congress Avenue in Austin (TX),Owner Surrender,Normal,Intact Female,1,Pit Bull Mix,Brown,White,1,3.078472222222222
A686501,*Andy,2014-08-22 18:33:00,807 W Lynn St in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Black,White,1,7.90625
A686504,Angel Marie,2014-11-30 11:16:00,2213 Kale Dr in Austin (TX),Stray,Normal,Spayed Female,1,Cairn Terrier,Tan,,1,5.249305555555556
A686513,Sirius,2014-08-23 10:17:00,Round Mountain Rd in Travis (TX),Stray,Normal,Intact Male,1,Labrador Retriever Mix,Black,White,1,14.240972222222222
A686528,Jax,2014-08-23 11:17:00,501 U.S. 183 in Austin (TX),Stray,Normal,Intact Male,4,Pit Bull Mix,Blue,White,1,15.197916666666666
A686530,Peanut,2014-08-23 11:40:00,Austin (TX),Public Assist,Normal,Neutered Male,1,Border Collie Mix,White,Tan,1,25.266666666666666
A686532,*Izy,2014-08-23 11:53:00,1700 Teri Rd in Austin (TX),Stray,Normal,Intact Female,1,Jack Russell Terrier Mix,White,Brown,1,7.030555555555556
A686538,Shasta,2014-08-23 12:32:00,6200 Loyola Ln in Austin (TX),Stray,Normal,Intact Female,1,Bull Terrier Mix,Black,,1,85.20972222222223
A686544,N/A,2014-08-23 13:06:00,Wellsport And Waterway in Austin (TX),Stray,Normal,Intact Female,5,Shih Tzu,White,,1,4.163194444444445
A686553,Smokey,2014-08-23 13:24:00,6301 Thirlmare Ct in Austin (TX),Stray,Normal,Neutered Male,1,Black/Tan Hound Mix,Tricolor,,1,7.0569444444444445
A686557,Jack,2014-08-23 12:41:00,Austin (TX),Owner Surrender,Normal,Intact Male,10,Jack Russell Terrier Mix,Brown,White,1,128.99652777777777
A686558,Brix,2014-08-23 14:00:00,Burnet Rd And 183 in Austin (TX),Stray,Normal,Intact Male,2,American Pit Bull Terrier Mix,White,Brown,1,56.05625
A686559,*Winston,2014-08-23 14:07:00,11609 Crosstimber Dr in Austin (TX),Stray,Normal,Intact Male,5,Chihuahua Shorthair Mix,White,Tan,1,16.085416666666667
A686562,*Zooey,2014-08-23 14:21:00,12024 Plains Valley Dr in Del Valle (TX),Stray,Normal,Intact Female,1,Chihuahua Shorthair Mix,Black,,1,101.72777777777777
A686570,Lady Bug,2014-08-23 15:50:00,7203 Southwind Dr in Austin (TX),Stray,Normal,Intact Female,1,Chihuahua Shorthair Mix,Brown,White,1,4.064583333333333
A686574,Gucci,2014-08-23 16:04:00,14000 The Lakes Blvd in Austin (TX),Owner Surrender,Normal,Intact Female,1,Chihuahua Shorthair Mix,Tricolor,,1,4.065972222222222
A686588,Mia,2014-08-23 22:03:00,7907 Tapo Ln in Austin (TX),Stray,Normal,Intact Female,6,Dachshund,Brown,,1,8.840972222222222
A686595,*Petunia,2014-08-24 09:14:00,12034 Research Blvd. in Austin (TX),Stray,Normal,Intact Female,2,Labrador Retriever Mix,Tan,White,1,14.182638888888889
A686607,*Sophie,2014-08-24 12:07:00,Austin (TX),Owner Surrender,Normal,Intact Female,3,Australian Shepherd Mix,Tricolor,,1,15.240277777777777
A686608,Fido,2014-08-24 12:07:00,Austin (TX),Owner Surrender,Normal,Intact Male,1,Australian Shepherd Mix,Tricolor,,1,20.038194444444443
A686611,Fezzik,2014-08-24 12:42:00,Grayledge Dr & Potomac Path in Austin (TX),Stray,Normal,Intact Male,1,Anatol Shepherd Mix,Tan,Black,1,5.1722222222222225
A686612,Serious,2014-08-24 13:03:00,E Howard Ln And Mcallen St in Austin (TX),Stray,Normal,Intact Male,1,Miniature Schnauzer Mix,Black,,1,5.154861111111111
A686628,Oliver,2014-08-24 15:00:00,Austin (TX),Owner Surrender,Normal,Neutered Male,1,Border Collie Mix,White,Black,1,4.134027777777778
A686629,Dot,2014-08-24 15:00:00,Austin (TX),Owner Surrender,Normal,Spayed Female,1,Border Collie Mix,White,Black,1,1.1625
A686630,Lacey,2014-08-24 15:00:00,Austin (TX),Owner Surrender,Normal,Spayed Female,1,Border Collie Mix,Brown,White,1,1.9055555555555554
A686631,Kasey,2014-08-24 15:00:00,Austin (TX),Owner Surrender,Normal,Spayed Female,1,Border Collie Mix,Brown,White,1,3.1666666666666665
A686634,Sammy,2014-08-24 16:21:00,5801 Ainez Dr in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Yellow,,1,4.041666666666667
A686635,Pixie,2014-08-24 16:05:00,Lindshire And Slaughter Ln in Austin (TX),Stray,Normal,Intact Female,1,Pit Bull Mix,Tan,,1,40.110416666666666
A686636,*Otis,2014-08-24 16:05:00,Lindshire And Slaughter Ln in Austin (TX),Stray,Normal,Intact Male,1,Australian Cattle Dog Mix,Tan,,1,18.127083333333335
A686644,N/A,2014-08-24 17:34:00,Old Harbor Ln in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Black,Tan,1,4.024305555555555
A686645,N/A,2014-08-24 17:34:00,Old Harbor Ln in Austin (TX),Stray,Normal,Intact Female,1,Chihuahua Shorthair Mix,Tan,White,1,4.017361111111111
A686660,N/A,2014-08-25 10:44:00,Outside Jurisdiction,Stray,Normal,Intact Female,1,Siberian Husky Mix,Red,White,1,7.199305555555555
A686666,Ellie,2014-08-25 11:04:00,11248 Tom Sassman in Austin (TX),Stray,Normal,Intact Female,1,German Shepherd Mix,White,White,1,7.2340277777777775
A686675,Brisket,2014-08-25 11:35:00,North Lamar And West Rundburg in Austin (TX),Stray,Normal,Intact Male,1,Pit Bull Mix,Tan,White,1,61.11666666666667
A686681,Tiger,2014-08-25 12:33:00,8220 W Hwy 71 in Austin (TX),Stray,Normal,Neutered Male,7,Dutch Shepherd,Yellow,White,1,111.83541666666666
A686686,Ginger,2014-08-25 13:22:00,5106 Village Square in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Brown,,1,8.003472222222221
A686690,Bella,2014-08-25 14:01:00,5421 Summer Circle in Austin (TX),Stray,Normal,Spayed Female,1,Blue Lacy Mix,Blue,White,3,7.703009259259258
A686693,Chata,2014-08-25 15:05:00,Parmer/Mopac in Austin (TX),Stray,Normal,Intact Female,3,English Bulldog Mix,Brown,White,1,7.031944444444444
A686697,Sandy Boy,2014-08-25 14:01:00,Springdale And Chadwyck in Austin (TX),Stray,Normal,Neutered Male,3,Chihuahua Shorthair Mix,Tan,White,1,16.040972222222223
A686698,*Marley,2014-08-25 15:23:00,2407 Village Walk in Austin (TX),Stray,Normal,Intact Male,2,Treeing Walker Coonhound Mix,Tricolor,,1,16.070833333333333
A686700,Archie,2014-08-25 15:33:00,124 West Anderson Ln in Austin (TX),Stray,Normal,Intact Male,1,Smooth Fox Terrier Mix,White,Brown,1,4.878472222222222
A686704,Molly,2014-08-25 15:55:00,Austin (TX),Owner Surrender,Normal,Spayed Female,5,Chihuahua Shorthair Mix,Brown,White,1,5.018055555555556
A686717,Shadow,2014-08-25 17:39:00,Ih35 And Slaugher in Austin (TX),Stray,Normal,Intact Male,1,Labrador Retriever Mix,Black,,1,13.000694444444445
A686732,Flash,2014-08-27 11:19:00,Austin (TX),Owner Surrender,Normal,Intact Female,1,Doberman Pinsch,Brown,Tan,2,5.478819444444444
A686735,Princess,2015-01-18 13:09:00,Austin (TX),Stray,Normal,Intact Female,2,Chihuahua Shorthair Mix,Red,White,1,13.218055555555555
A686737,Zeke,2014-08-26 11:11:00,12Th St And Webberville Rd in Austin (TX),Stray,Normal,Intact Male,1,Catahoula Mix,Brown,White,1,24.15972222222222
A686738,*Ace,2014-08-26 11:11:00,12Th St And Webberville Rd in Austin (TX),Stray,Normal,Intact Male,1,Catahoula Mix,Brown,White,1,54.078472222222224
A686750,*Penny,2014-08-26 12:17:00,Us Hwy 183 And Fairfield Dr in Austin (TX),Stray,Normal,Intact Female,1,Australian Kelpie Mix,Red,Black,2,6.200694444444444
A686757,Brownie,2014-08-26 14:23:00,1100 Kingsbury St in Austin (TX),Stray,Normal,Intact Male,4,Chihuahua Shorthair Mix,Brown,Tan,1,5.128472222222222
A686761,N/A,2014-08-26 15:02:00,1101 Wheatley in Austin (TX),Stray,Normal,Spayed Female,2,Chihuahua Shorthair Mix,Brown,,1,4.004861111111111
A686803,N/A,2014-08-27 10:56:00,Austin (TX),Owner Surrender,Normal,Intact Male,1,Dachshund Mix,Red,White,1,1.2541666666666667
A686804,Buster,2014-08-27 10:56:00,Austin (TX),Owner Surrender,Normal,Intact Male,1,Dachshund Mix,Red,White,1,5.257638888888889
A686806,N/A,2014-08-27 11:39:00,Magin Meadow Dr & Leppke Cove in Austin (TX),Stray,Normal,Intact Male,1,Standard Poodle Mix,Black,Gray,1,4.2875
A686808,Panda,2014-08-27 11:49:00,Hwy 71 W And Hwy 290 in Austin (TX),Stray,Normal,Neutered Male,10,Shih Tzu Mix,Black,White,1,4.204861111111111
A686818,Ruger,2014-08-27 13:26:00,300 E 11Th St in Austin (TX),Stray,Normal,Intact Male,1,Labrador Retriever Mix,Black,,1,21.115277777777777
A686821,Storm,2014-08-27 13:32:00,9807 Middle Fiskville Rd in Austin (TX),Stray,Normal,Intact Female,1,Beagle Mix,Tricolor,,1,4.16875
A686822,Blue,2014-08-27 13:26:00,300 E 11Th St in Austin (TX),Stray,Normal,Intact Male,1,Labrador Retriever Mix,Brown,,1,21.122222222222224
A686825,Sunshine,2014-08-27 15:20:00,Meadow Vale & Partridge Cir in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Yellow,,1,4.102083333333334
A686837,N/A,2014-08-27 15:09:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8,Miniature Poodle Mix,White,,1,3.0375
A686841,N/A,2014-08-27 15:19:00,Austin (TX),Owner Surrender,Normal,Intact Female,1,Labrador Retriever Mix,Black,White,1,2.8826388888888888
A686843,Stella,2014-08-27 15:40:00,10402 Little Pebble Dr Unit A in Austin (TX),Stray,Normal,Intact Female,1,Pit Bull Mix,Brown,White,1,81.06388888888888
A686845,Fiona,2014-08-27 15:55:00,14400 Larkdale Ln in Travis (TX),Stray,Normal,Intact Female,1,Pit Bull Mix,White,,2,45.90173611111111
A686855,N/A,2014-08-27 21:15:00,4902 Scarsdale Dr. in Austin (TX),Stray,Normal,Intact Male,1,Dachshund,Brown,,1,5.785416666666666
A686864,*Valentine,2014-08-28 10:21:00,Martin Middle School in Austin (TX),Stray,Normal,Intact Male,1,Pit Bull Mix,White,,1,4.334722222222222
A686866,Junior,2014-08-28 11:23:00,1735 Rutland Dr in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Tan,,1,4.25
A686870,Luna,2014-08-28 11:44:00,7606 Basil Drive in Austin (TX),Stray,Normal,Intact Female,4,Boxer Mix,Black,White,1,10.26875
A686874,N/A,2014-08-28 12:04:00,6010 Parkwood Dr in Austin (TX),Stray,Normal,Intact Male,1,Pit Bull Mix,Brown,White,1,5.260416666666667
A686883,Ryleigh,2014-08-28 12:59:00,5300 Rogers Ln in Austin (TX),Stray,Normal,Intact Female,1,Pit Bull Mix,Tan,Blue,1,5.180555555555555
A686889,*Kristy,2014-08-28 14:31:00,183 And Bolm in Austin (TX),Stray,Normal,Intact Female,1,Australian Cattle Dog Mix,Brown,White,1,15.153472222222222
A686890,Moose,2014-08-28 14:31:00,183 And Bolm in Austin (TX),Stray,Normal,Intact Male,1,Australian Cattle Dog Mix,Tan,White,1,10.11875
A686896,Suzanne,2014-08-28 15:16:00,Pearce Ln And 130 in Del Valle (TX),Stray,Normal,Intact Female,2,Welsh Terrier Mix,Black,Tan,1,4.127777777777778
A686923,N/A,2014-08-29 07:10:00,Hunters Trace/Rundberg in Austin (TX),Stray,Normal,Intact Female,3,Dachshund Mix,Red,,1,4.438888888888889
A686927,Tucker,2014-08-29 08:57:00,Slaughter Lane & Lockhart Hwy in Austin (TX),Stray,Normal,Intact Male,1,Labrador Retriever,White,,2,2.6770833333333335
A686928,N/A,2014-08-29 08:57:00,Slaughter Lane & Lockhart Hwy in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever,White,,1,4.336111111111111
A686929,N/A,2014-08-29 08:57:00,Slaughter Lane & Lockhart Hwy in Austin (TX),Stray,Normal,Intact Female,1,Border Terrier,Brown,Black,1,4.350694444444445
A686955,N/A,2014-08-29 12:18:00,1505 Ferguson Lane in Austin (TX),Stray,Normal,Neutered Male,4,Dachshund Mix,Brown,,1,8.216666666666667
A686956,Angel,2014-08-29 12:18:00,1505 Ferguson Lane in Austin (TX),Stray,Normal,Intact Female,4,Dachshund Mix,Black,,1,12.196527777777778
A686960,Tonka,2014-08-29 12:54:00,2006 Deer Run Dr in Austin (TX),Stray,Normal,Intact Male,1,Mastiff Mix,Tan,Black,1,1.36875
A686980,Zoey,2014-08-31 15:27:00,Alameda And Sunset in Austin (TX),Stray,Normal,Intact Female,1,Chihuahua Shorthair Mix,Brown,White,1,4.1409722222222225
A686984,*Cody,2014-08-29 18:31:00,3401 South Interstate 35 Frontage Road in Austin (TX),Stray,Normal,Intact Male,1,Pit Bull Mix,White,Tan,1,465.8340277777778
A686999,*Levi,2014-08-30 11:04:00,1901 Onion Creek Parkway in Austin (TX),Stray,Normal,Intact Male,1,Siberian Husky Mix,Brown,White,1,6.197222222222222
A687000,Prince,2014-08-30 11:10:00,Austin (TX),Owner Surrender,Normal,Neutered Male,1,Cairn Terrier Mix,Black,White,1,1.1597222222222223
A687002,N/A,2014-08-30 11:21:00,14919 General Williamson Dr in Lakeway (TX),Stray,Normal,Intact Male,1,Jack Russell Terrier Mix,Brown,White,1,4.278472222222222
