animal_id,name,datetime,found_location,type,intake_condition,sex,age,breed,color_primary,color_secondary,num_stays,avg_stay_len
A724966,*Decorah,2016-04-23 15:24:00,S Congress And Riverside in Austin (TX),Stray,Normal,Intact Female,1,Australian Cattle Dog Mix,Tricolor,,1,7.1305555555555555
A724967,*Desiree,2016-04-23 15:24:00,S Congress And Riverside in Austin (TX),Stray,Normal,Intact Female,1,Australian Cattle Dog Mix,Black,Brown,1,7.104861111111111
A724975,N/A,2016-04-23 16:39:00,1900 E Martin Luther King Jr Blvd in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Black,,1,3.30625
A724984,Boy,2016-04-23 18:45:00,11350 Four Points Dr in Austin (TX),Stray,Normal,Intact Male,2,Chihuahua Shorthair Mix,Tricolor,,1,7.018055555555556
A724999,Daisy,2016-04-24 11:04:00,Austin (TX),Owner Surrender,Normal,Intact Female,3,Boxer Mix,White,Brown,1,22.309722222222224
A725004,Bogart,2016-04-24 11:55:00,William Cannon And S Congress in Austin (TX),Stray,Normal,Neutered Male,2,West Highland Mix,White,,1,5.241666666666666
A725006,N/A,2016-04-24 12:01:00,12208 Briarcreek Loop in Manor (TX),Stray,Normal,Intact Female,1,Feist Mix,Tricolor,White,1,3.4993055555555554
A725012,Billy,2016-04-24 12:45:00,E Riverside Dr & Kirksey Dr in Austin (TX),Stray,Normal,Neutered Male,10,Bichon Frise Mix,White,,1,3.46875
A725013,Vanilla,2016-04-24 12:58:00,5512 Tessa Cv in Austin (TX),Stray,Normal,Intact Female,1,Chihuahua Longhair Mix,Tan,,3,2.300231481481482
A725014,Tyson,2016-04-24 12:55:00,Del Valle (TX),Owner Surrender,Normal,Intact Male,3,American Bulldog Mix,White,Brown,1,112.46180555555556
A725015,Elli,2016-04-24 12:55:00,Del Valle (TX),Owner Surrender,Normal,Intact Female,3,American Bulldog Mix,White,Black,1,184.84583333333333
A725016,Charlie,2016-04-24 13:19:00,8707 Lindell Ln in Austin (TX),Stray,Normal,Intact Male,1,Border Collie Mix,Black,White,1,4.927777777777778
A725018,*Presley,2016-04-24 13:52:00,Deborah Dr And Brenda Dr in Austin (TX),Stray,Normal,Intact Male,1,Great Pyrenees Mix,White,,1,8.139583333333333
A725021,Sophia,2016-04-24 14:43:00,10615 Beckwood Drive in Austin (TX),Stray,Normal,Spayed Female,1,Black Mouth Cur Mix,Tan,,1,6.158333333333333
A725055,Molly,2016-04-25 12:20:00,Austin (TX),Owner Surrender,Normal,Intact Female,1,Black Mouth Cur Mix,Brown,Black,1,1.2680555555555555
A725061,*Lightning,2016-04-25 13:22:00,5804 Eureka Drive in Austin (TX),Stray,Normal,Intact Male,5,Chihuahua Shorthair Mix,White,Brown,1,11.18125
A725062,*Stormy,2016-04-25 13:22:00,5804 Eureka Drive in Austin (TX),Stray,Normal,Spayed Female,6,Bruss Griffon Mix,Brown,Black,1,5.940972222222222
A725064,*Mabel,2016-04-25 13:28:00,8707 Lindell in Austin (TX),Stray,Normal,Intact Female,1,Australian Shepherd Mix,Red,White,1,6.051388888888889
A725065,*Puggle,2016-04-25 13:33:00,10001 South 1St Street in Austin (TX),Stray,Normal,Intact Male,5,Pug Mix,Red,Brown,2,2.49375
A725067,N/A,2016-04-25 13:39:00,7310 E Ben White in Austin (TX),Stray,Normal,Intact Male,2,Golden Retriever Mix,Tan,,1,4.125694444444444
A725070,Pepper,2016-04-25 14:17:00,Austin (TX),Owner Surrender,Normal,Spayed Female,1,Labrador Retriever Mix,Black,White,1,11.931944444444444
A725076,*Burt,2016-04-25 16:12:00,7724 Trailside Estate in Travis (TX),Stray,Normal,Intact Male,1,Australian Cattle Dog Mix,Brown,White,1,5.960416666666666
A725110,Chula,2016-04-26 08:15:00,W Lakeview Dr & Jonestown in Jonestown (TX),Stray,Injured,Intact Female,6,Chihuahua Shorthair Mix,Tan,Black,1,189.42361111111111
A725128,Abby,2016-04-26 11:38:00,Austin (TX),Owner Surrender,Normal,Intact Female,1,Pit Bull Mix,Black,White,1,146.92638888888888
A725133,Gus,2016-04-26 12:15:00,15310 Fagerquist Rd in Del Valle (TX),Stray,Normal,Intact Male,1,Australian Cattle Dog Mix,White,Tan,1,4.489583333333333
A725135,*Hazel Grace,2016-04-26 12:21:00,15310 Fagerquist Rd in Del Valle (TX),Stray,Normal,Intact Female,1,Australian Cattle Dog Mix,Tricolor,Black,1,5.222916666666666
A725137,Cleo,2016-04-26 12:42:00,Austin (TX),Owner Surrender,Normal,Intact Female,13,Pomeranian Mix,Tricolor,,1,52.979166666666664
A725138,*Misty,2016-04-26 12:50:00,1202 Dessau Rd in Austin (TX),Stray,Normal,Intact Female,1,Weimaraner Mix,Blue,White,1,21.889583333333334
A725164,*Lefty,2016-04-26 15:12:00,7201 Levander Loop in Austin (TX),Stray,Normal,Intact Female,1,Dachshund Mix,Black,Tan,1,14.841666666666667
A725186,*Magnolia,2016-04-26 16:55:00,Burnet St And East Townes St in Travis (TX),Stray,Normal,Intact Female,1,Catahoula Mix,Brown,Tan,1,17.959027777777777
A725187,*Beau,2016-04-26 16:55:00,Burnet St And East Townes St in Travis (TX),Stray,Normal,Intact Male,1,Catahoula Mix,Brown,Tan,1,18.29513888888889
A725235,*Daisy,2016-04-27 07:31:00,6009 Constellation in Austin (TX),Stray,Injured,Intact Female,1,Dachshund Wirehair Mix,Brown,Red,1,10.3625
A725258,Mellow,2016-04-27 11:47:00,Austin (TX),Stray,Normal,Intact Male,3,Doberman Pinsch Mix,Brown,,1,11.254166666666666
A725319,Mia,2016-04-28 11:10:00,Austin (TX),Owner Surrender,Normal,Intact Female,1,Akita Mix,Red,White,1,17.25625
A725320,N/A,2016-04-28 11:11:00,Robert E Lee Dr And Barton Hills Dr in Austin (TX),Stray,Normal,Intact Female,1,Chihuahua Shorthair Mix,White,Black,1,4.268055555555556
A725327,Ryno,2016-04-28 11:36:00,2315 Cocao Ln in Austin (TX),Stray,Normal,Intact Male,1,Labrador Retriever Mix,Yellow,,3,35.96759259259259
A725331,*Baxter,2016-04-28 11:46:00,10722 N Platt River Rd in Austin (TX),Stray,Normal,Neutered Male,11,Beagle Mix,Tricolor,,1,8.509722222222223
A725335,*Maggie,2016-04-28 11:56:00,10000 N Lamar Blvd in Austin (TX),Stray,Normal,Intact Female,2,Chihuahua Shorthair Mix,Brown,Black,1,119.01180555555555
A725336,*Annie,2016-04-28 11:56:00,10000 N Lamar Blvd in Austin (TX),Stray,Normal,Intact Female,5,Chihuahua Shorthair Mix,Brown,Black,1,103.96458333333334
A725337,*Ellie,2016-04-28 11:56:00,10000 N Lamar Blvd in Austin (TX),Stray,Normal,Intact Female,5,Chihuahua Shorthair Mix,Brown,Black,1,133.1576388888889
A725338,N/A,2016-04-28 11:56:00,10000 N Lamar Blvd in Austin (TX),Stray,Normal,Intact Male,2,Chihuahua Shorthair Mix,Brown,Black,1,119.00347222222223
A725342,*The Raccoon,2016-04-28 12:02:00,4529 Tx 130 in Del Valle (TX),Stray,Normal,Intact Female,1,Australian Cattle Dog Mix,Blue,Tan,1,43.11527777777778
A725343,Luna,2016-04-28 12:11:00,Mlk Jr Blvd And Hw 130 Toll Road in Austin (TX),Stray,Normal,Intact Female,2,Pit Bull Mix,Brown,White,2,58.23715277777778
A725355,N/A,2016-04-28 12:51:00,11410 Century Oaks Terrace in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Black,,1,4.189583333333333
A725372,*Ajax,2016-04-28 14:00:00,Lexington St And E Lane Ave in Austin (TX),Stray,Normal,Intact Male,1,Labrador Retriever Mix,Black,,1,6.097916666666666
A725374,N/A,2016-04-28 14:05:00,5313 Serene Hills Dr in Austin (TX),Stray,Normal,Intact Female,1,German Shepherd Mix,Black,Brown,1,7.190277777777778
A725375,*Billy,2016-04-28 13:52:00,Wire Rd And Cedar Lime Rd in Travis (TX),Stray,Normal,Neutered Male,2,Labrador Retriever Mix,Brown,White,1,25.135416666666668
A725378,*Bugsy,2016-04-28 14:44:00,5204 Ledesma in Austin (TX),Public Assist,Normal,Intact Male,1,Pit Bull Mix,Black,White,1,45.03402777777778
A725403,*Flower,2016-04-28 18:10:00,8700 Fm 969 in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,White,Black,1,19.74861111111111
A725427,N/A,2016-04-29 11:14:00,5908 Manor Rd in Austin (TX),Stray,Normal,Intact Male,2,Shih Tzu Mix,White,Black,1,4.259722222222222
A725441,Cloe,2019-04-27 13:45:00,Austin (TX),Owner Surrender,Sick,Intact Female,9,Chihuahua Shorthair Mix,Black,White,1,156.93333333333334
A725442,*Utah,2016-04-29 12:58:00,6702 Wentworth Dr in Austin (TX),Stray,Injured,Intact Male,4,Pit Bull Mix,Red,White,1,30.105555555555554
A725445,*Sheba,2016-04-29 13:03:00,13908 Tx-71 in Austin (TX),Stray,Normal,Intact Female,1,Pointer Mix,Black,White,1,4.932638888888889
A725446,Kayha,2016-04-29 16:59:00,Austin (TX),Stray,Normal,Intact Female,2,Rottweiler Mix,Black,Tan,1,10.094444444444445
A725447,N/A,2016-04-29 13:03:00,13908 Tx-71 in Austin (TX),Stray,Normal,Intact Male,1,Pointer Mix,Black,White,1,4.233333333333333
A725456,*Sue,2016-04-29 13:42:00,4501 Franklin Park Dr in Austin (TX),Stray,Injured,Neutered Male,1,Chihuahua Shorthair Mix,Brown,,1,68.99861111111112
A725458,Korra,2016-04-29 13:46:00,8601 Vertex in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Tan,White,1,14.190277777777778
A725464,Winston,2016-04-30 12:52:00,Lynridge Dr And Dubuque Ln in Austin (TX),Stray,Normal,Intact Male,1,Anatol Shepherd Mix,White,,1,23.0125
A725472,Rascal,2016-06-12 14:16:00,Austin (TX),Owner Surrender,Aged,Neutered Male,9,Chihuahua Shorthair Mix,White,Brown,2,21.099652777777777
A725473,Blanca,2016-06-12 14:16:00,Austin (TX),Owner Surrender,Aged,Spayed Female,9,Chihuahua Shorthair Mix,White,Brown,1,42.06875
A725476,Big Boy,2016-04-29 15:49:00,7600 Marble Ridge Drive in Austin (TX),Stray,Normal,Intact Male,2,Staffordshire Mix,Blue,White,2,6.6625
A725483,Tilly,2016-04-29 16:13:00,3421 W William Cannon Dr in Austin (TX),Stray,Normal,Intact Female,2,German Shepherd,Black,Brown,2,3.1881944444444446
A725487,Willie,2016-04-29 16:22:00,2749 Citation Dr in Del Valle (TX),Stray,Normal,Intact Male,9,Dachshund Mix,Brown,,1,42.87222222222222
A725489,Beans,2016-04-29 16:21:00,Austin (TX),Owner Surrender,Normal,Neutered Male,12,Chihuahua Shorthair Mix,Tan,White,1,22.980555555555554
A725490,Evy,2016-04-29 16:54:00,2222 Rosewood Ave in Austin (TX),Stray,Normal,Intact Female,6,German Shepherd Mix,Black,Tan,2,15.937847222222222
A725510,Cody,2016-04-30 07:57:00,Austin (TX),Stray,Injured,Intact Male,1,Toy Fox Terrier Mix,Brown,,1,137.09027777777777
A725519,Juno,2016-04-30 11:14:00,7202 Lysander in Austin (TX),Stray,Normal,Intact Female,1,Siberian Husky Mix,White,Black,1,4.297916666666667
A725520,*Paulie,2016-04-30 11:24:00,2104 East Anderson Lane in Austin (TX),Stray,Normal,Intact Male,1,Dachshund Mix,Tan,,1,7.225
A725522,*Dobson,2016-04-30 11:37:00,Haskell Ln And Robert E Martinez in Austin (TX),Stray,Normal,Spayed Female,1,Black Mouth Cur Mix,Brown,White,1,8.281944444444445
A725528,Loki,2016-04-30 12:09:00,Austin (TX),Owner Surrender,Normal,Neutered Male,3,Pit Bull Mix,White,Black,1,94.17083333333333
A725529,Capone,2016-04-30 11:51:00,Rockhurst Ln And Tulane Dr in Austin (TX),Stray,Normal,Intact Male,1,Pointer Mix,Brown,White,1,8.227777777777778
A725530,King,2016-04-30 11:51:00,Rockhurst Ln And Tulane Dr in Austin (TX),Stray,Normal,Intact Male,1,Pit Bull Mix,Brown,White,1,8.099305555555556
A725536,Dojo,2016-04-30 12:45:00,Austin (TX),Owner Surrender,Normal,Intact Male,2,American Bulldog Mix,Brown,White,2,20.000694444444445
A725594,Kiki,2016-04-30 16:06:00,E Stassney Ln And S Pleasant Valley Rd in Austin (TX),Stray,Normal,Intact Female,2,Miniature Poodle Mix,White,,1,4.069444444444445
A725603,Buddy,2016-04-30 16:50:00,Austin (TX),Owner Surrender,Normal,Neutered Male,2,English Bulldog,White,Brown,1,2.06875
A725609,*Minnie,2016-04-30 17:22:00,S Hwy 183 And Thompson Ln in Austin (TX),Stray,Normal,Intact Female,3,Pit Bull Mix,White,Tan,1,85.18194444444444
A725610,Harley,2016-04-30 17:22:00,S Hwy 183 And Thompson Ln in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Black,,1,3.982638888888889
A725611,N/A,2016-04-30 17:22:00,S Hwy 183 And Thompson Ln in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Brown,White,1,4.052083333333333
A725612,Juno,2016-04-30 17:22:00,S Hwy 183 And Thompson Ln in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Brown,,1,4.00625
A725613,Lola,2016-04-30 17:22:00,S Hwy 183 And Thompson Ln in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Brown,White,1,5.821527777777778
A725614,*Amelia,2016-04-30 17:22:00,S Hwy 183 And Thompson Ln in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Brown,,1,5.9430555555555555
A725615,*Anastasia,2016-04-30 17:22:00,S Hwy 183 And Thompson Ln in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Brown,White,1,4.8375
A725616,*Ash,2016-04-30 17:22:00,S Hwy 183 And Thompson Ln in Austin (TX),Stray,Normal,Intact Male,2,Rottweiler Mix,Black,Brown,1,13.060416666666667
A725651,Lola,2016-05-01 12:42:00,Austin (TX),Owner Surrender,Normal,Spayed Female,1,Chihuahua Shorthair Mix,Red,,2,11.502083333333333
A725663,Yasu,2016-05-01 13:35:00,Austin (TX),Owner Surrender,Normal,Neutered Male,2,Border Collie,Tricolor,White,1,5.230555555555555
A725667,Princesa,2016-05-01 15:22:00,Austin (TX),Owner Surrender,Normal,Intact Female,3,Dachshund Wirehair Mix,Tan,White,1,5.997916666666667
A725675,Maya,2016-05-01 16:15:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8,Miniature Pinscher Mix,Black,Brown,1,6.986805555555556
A725676,Amber,2016-05-01 16:15:00,Austin (TX),Owner Surrender,Normal,Spayed Female,12,Miniature Pinscher Mix,Black,Brown,1,6.986805555555556
A725685,*Simon,2016-05-01 17:03:00,Blanco And West 9Th in Austin (TX),Stray,Normal,Intact Male,6,Dachshund Wirehair Mix,Black,White,2,6.614583333333334
A725688,Mollee,2016-05-01 18:07:00,5769 Airport Blvd in Austin (TX),Stray,Normal,Intact Female,1,Blue Lacy Mix,Blue,,1,8.805555555555555
A725691,Bonnie,2016-05-01 18:04:00,Austin (TX),Owner Surrender,Normal,Intact Female,8,Labrador Retriever Mix,Black,White,1,121.7125
A725711,Boone,2016-05-02 11:36:00,7806 Clock Tower in Austin (TX),Stray,Aged,Intact Male,8,Labrador Retriever Mix,Yellow,,1,142.0576388888889
A725712,Jax (Obi),2016-05-02 11:42:00,209 Caney St in Austin (TX),Stray,Normal,Neutered Male,3,Pit Bull Mix,Tan,White,3,22.15416666666667
A725713,Rylie,2016-05-02 11:43:00,100 Block Of East Murray in Manor (TX),Stray,Normal,Intact Male,2,German Shepherd Mix,Black,Brown,1,4.511805555555555
A725715,Benny,2016-05-02 12:02:00,7014 Elroy Rd in Del Valle (TX),Stray,Injured,Intact Male,6,Miniature Poodle Mix,White,,1,7.185416666666667
A725727,*Lucinda,2016-05-02 13:12:00,1500 Royal Crest Dr in Austin (TX),Stray,Normal,Intact Female,1,Pit Bull Mix,Tan,White,1,8.225
A725729,Oreo,2016-05-02 13:37:00,Airport And Springdale in Austin (TX),Stray,Normal,Neutered Male,2,Miniature Poodle Mix,Blue,,1,6.054166666666666
A725733,Madden,2016-05-02 14:21:00,S Pleasant Valley Rd And Quicksilver Blvd in Austin (TX),Stray,Normal,Neutered Male,11,Cocker Spaniel Mix,Tan,,2,2.154513888888889
A725737,Winston,2016-05-02 14:41:00,14105 Lazy Bridge in Pflugerville (TX),Stray,Normal,Intact Male,2,Australian Shepherd Mix,Red,White,1,4.155555555555556
A725738,N/A,2016-05-02 14:46:00,8418 Riverstone in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Black,Tan,1,3.3847222222222224
A725739,*Buck,2016-05-02 14:46:00,8418 Riverstone in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Tricolor,White,1,4.929861111111111
A725741,*Pixie,2016-05-02 15:08:00,11900 Block S Bastrop Street in Manor (TX),Stray,Normal,Intact Female,1,Dachshund Mix,Brown,White,1,4.873611111111111
A725754,*Mookie,2016-05-02 17:42:00,Delores Ave And Webberville Rd in Austin (TX),Stray,Normal,Intact Male,1,American Staffordshire Terrier Mix,Tan,White,1,49.90347222222222
A725764,*Anders,2016-05-02 18:11:00,1910 W Braker Ln in Austin (TX),Stray,Normal,Intact Male,1,Feist Mix,Tan,,1,4.242361111111111
A725782,N/A,2016-05-03 11:05:00,8701 N Lamar Blvd in Austin (TX),Stray,Normal,Spayed Female,2,Shetland Sheepdog Mix,Tricolor,,1,4.0375
A725783,*Sebastian,2016-05-03 11:11:00,16019 Milo Road in Austin (TX),Stray,Normal,Intact Male,2,Labrador Retriever Mix,White,,1,6.026388888888889
A725805,Tyra,2016-05-03 12:30:00,Del Valle (TX),Owner Surrender,Normal,Spayed Female,1,Staffordshire Mix,Brown,White,2,29.646180555555553
A725852,Dino,2018-04-02 11:10:00,6805 Wood Hollow Drive in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Brown,Tan,1,4.308333333333334
A725855,*Morrison,2016-05-03 14:49:00,20412 Ed Acklin Rd in Manor (TX),Stray,Normal,Intact Female,2,German Shepherd Mix,Brown,White,1,51.93055555555556
A725856,Russo,2018-04-25 15:40:00,Austin (TX),Owner Surrender,Normal,Intact Male,3,Miniature Poodle Mix,Black,White,1,3.0368055555555555
A725872,Lova,2018-02-01 12:16:00,Georgian Drive And Rundberg in Austin (TX),Stray,Normal,Intact Female,1,German Shepherd,Tan,Black,2,3.7177083333333334
A725891,Margie,2016-05-03 16:33:00,5010 W Hwy 290 in Austin (TX),Stray,Aged,Spayed Female,11,Miniature Pinscher Mix,Black,Tan,2,15.104166666666666
A725892,Kellie,2016-05-03 16:37:00,Austin (TX),Owner Surrender,Normal,Spayed Female,10,Queensland Heeler Mix,Blue,Tan,1,227.7111111111111
A725894,*Jherry,2016-05-03 16:56:00,404 Denson Dr in Austin (TX),Stray,Normal,Intact Male,1,Dachshund Mix,Tricolor,White,1,4.04375
A725910,Muppy,2016-05-03 18:02:00,14325 S Turnersville in Austin (TX),Stray,Other,Intact Female,3,Yorkshire Terrier Mix,Gray,,1,33.06388888888889
A725920,Panda,2016-05-03 18:32:00,Austin (TX),Owner Surrender,Normal,Intact Female,1,Catahoula Mix,White,Black,1,17.1375
A725930,Austin,2016-05-03 18:56:00,1500 Faro Dr in Austin (TX),Stray,Normal,Intact Male,2,Shih Tzu Mix,White,Tan,1,3.9458333333333333
A725955,Nahla,2016-05-04 11:16:00,Austin (TX),Owner Surrender,Normal,Spayed Female,3,Miniature Schnauzer Mix,Brown,Tan,1,3.1555555555555554
A725971,Monty,2016-05-04 12:45:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6,Standard Schnauzer,Black,Gray,1,4.072222222222222
A725973,*Lucius,2016-05-04 13:09:00,6309 Dooley Trl in Austin (TX),Stray,Normal,Intact Male,1,Labrador Retriever Mix,Black,,1,5.123611111111111
A725975,Elsa,2016-05-04 13:51:00,Jacobson Rd And Elroy Rd in Del Valle (TX),Stray,Normal,Intact Female,1,Chihuahua Shorthair Mix,Black,,1,53.21875
A725978,N/A,2016-05-04 13:51:00,Jacobson Rd And Elroy Rd in Del Valle (TX),Stray,Normal,Intact Female,3,Chihuahua Shorthair Mix,Brown,,1,57.14513888888889
A725979,N/A,2016-05-04 13:51:00,Jacobson Rd And Elroy Rd in Del Valle (TX),Stray,Normal,Intact Male,3,Chihuahua Shorthair Mix,Brown,,1,52.140277777777776
A725980,N/A,2016-05-04 13:51:00,Jacobson Rd And Elroy Rd in Del Valle (TX),Stray,Normal,Intact Female,3,Chihuahua Shorthair Mix,Brown,,1,52.15277777777778
A725981,*Hank,2016-05-04 14:17:00,3200 Caldwell Ln in Travis (TX),Stray,Normal,Intact Male,2,Black Mouth Cur Mix,Red,Tan,1,269.9451388888889
A725983,Brandi,2016-05-04 14:50:00,9603 Night Star Dr in Del Valle (TX),Stray,Normal,Intact Female,1,Plott Hound Mix,White,Brown,1,5.09375
A726026,Dylan,2016-05-05 18:13:00,Austin (TX),Public Assist,Normal,Intact Male,3,German Shepherd Mix,Black,Tan,2,76.81944444444444
A726031,N/A,2016-05-05 11:33:00,6607 S Iih 35 Frontage Rd in Austin (TX),Stray,Normal,Intact Female,1,Australian Cattle Dog Mix,Red,White,1,4.236805555555556
A726045,*Alfredo,2016-05-05 13:42:00,2100 Barton Springs Rd in Austin (TX),Stray,Normal,Intact Male,1,Pit Bull Mix,White,Tan,1,10.175694444444444
A726047,Sophie,2016-05-05 13:52:00,Baythorne Dr And Ridgewell Rd in Austin (TX),Stray,Normal,Intact Female,1,Chihuahua Shorthair Mix,Blue,White,1,4.120833333333334
A726051,*Harley,2016-05-05 14:14:00,Austin (TX),Stray,Normal,Intact Male,1,Pit Bull Mix,Black,White,1,17.04861111111111
A726065,*Sid,2016-05-05 16:41:00,Travis (TX),Stray,Normal,Intact Male,1,Jack Russell Terrier Mix,Tricolor,White,1,3.3048611111111112
A726076,Diamond,2016-05-05 18:54:00,1135 Garland Avenue in Austin (TX),Stray,Normal,Intact Female,1,Pit Bull Mix,Blue,White,2,15.648958333333333
A726096,*June,2016-05-06 11:32:00,4604 Kitty Ave in Austin (TX),Stray,Normal,Spayed Female,5,Boxer Mix,Red,White,2,192.45277777777778
A726097,Nemo,2016-05-06 11:37:00,Research Blvd And Duval in Austin (TX),Stray,Normal,Neutered Male,1,Beagle Mix,Brown,Black,1,11.291666666666666
A726106,Bear,2016-05-06 12:59:00,Austin (TX),Stray,Normal,Neutered Male,6,Miniature Schnauzer Mix,White,,1,1.0
A726112,Zulu,2016-05-06 14:12:00,Austin (TX),Owner Surrender,Normal,Intact Male,1,Chow Chow Mix,Black,,1,9.03125
A726117,Margaret,2016-05-06 15:24:00,6710 Arroyo Seco in Austin (TX),Stray,Normal,Spayed Female,5,Rottweiler Mix,Black,Tan,1,18.869444444444444
A726123,Bailey,2016-05-06 16:20:00,Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,White,Tan,1,4.063888888888889
A726125,Carley,2016-05-06 16:36:00,5300 Tx-71 in Del Valle (TX),Stray,Normal,Intact Female,1,Pit Bull Mix,Brown,,1,4.029166666666667
A726126,Misselephant,2016-05-06 16:36:00,5300 Tx 71 in Del Valle (TX),Stray,Normal,Intact Female,1,Pit Bull Mix,Black,White,1,5.1090277777777775
A726127,N/A,2016-05-06 16:46:00,6600  Elm Creek #81 in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Black,,1,4.0256944444444445
A726130,Lucy,2016-05-06 16:17:00,1508 Southport Drive in Austin (TX),Stray,Normal,Spayed Female,1,Labrador Retriever Mix,Tricolor,,1,4.8277777777777775
A726138,*Caressa,2016-05-06 19:06:00,1401 S Pleasant Valley Rd in Austin (TX),Stray,Normal,Intact Female,1,Labrador Retriever Mix,Brown,,1,5.820833333333334
A726142,*Aria,2016-05-07 06:54:00,3101 Presidential Blvd in Austin (TX),Stray,Normal,Intact Female,1,Anatol Shepherd Mix,Tan,,1,7.289583333333334
A726143,*Alexia,2016-05-07 06:54:00,3101 Presidential Blvd in Austin (TX),Stray,Normal,Intact Female,2,Great Pyrenees Mix,Tan,,1,7.365972222222222
A726144,*Oscar,2016-05-07 06:54:00,3101 Presidential Blvd in Austin (TX),Stray,Normal,Intact Male,2,Labrador Retriever Mix,Brown,,1,23.336111111111112
A726151,Whiskey,2016-05-07 10:35:00,13707 Abrahamson Rd in Manor (TX),Stray,Injured,Intact Male,1,Labrador Retriever Mix,Black,,1,6.997916666666667
A726155,Wiona,2016-05-07 11:02:00,Austin (TX),Stray,Normal,Intact Female,1,Flat Coat Retriever Mix,White,Black,2,4.905208333333333
A726168,*Naomi,2016-05-07 12:50:00,7101 Ed Bluestein Blvd in Austin (TX),Stray,Normal,Intact Female,2,Catahoula Mix,Yellow,,1,143.90694444444443
A726170,*Jackie,2016-05-07 13:10:00,Springdale And Manor Road in Austin (TX),Stray,Normal,Intact Female,5,Labrador Retriever Mix,Black,White,1,73.15833333333333
A726201,Molly,2016-05-07 16:09:00,Austin (TX),Owner Surrender,Normal,Intact Female,1,Chihuahua Shorthair Mix,Brown,,1,2.073611111111111
A726203,Brownie,2016-05-07 16:09:00,Austin (TX),Owner Surrender,Normal,Intact Female,1,Jack Russell Terrier Mix,Brown,Black,1,2.058333333333333
A726224,N/A,2016-05-08 11:58:00,Airport Blvd And Bolm Rd in Austin (TX),Stray,Normal,Intact Female,1,Miniature Schnauzer Mix,Gray,White,1,4.276388888888889
A726225,Shakespeare,2016-05-08 12:19:00,603 Sparkle Rd in Travis (TX),Stray,Normal,Intact Male,1,Australian Cattle Dog Mix,Tricolor,,1,4.993055555555555
A726228,*Lewis,2016-05-08 13:25:00,21007 Hog Eye Rd in Manor (TX),Stray,Normal,Neutered Male,2,Chihuahua Shorthair Mix,Black,White,1,4.176388888888889
A726231,N/A,2016-05-08 13:25:00,21007 Hog Eye Rd in Manor (TX),Stray,Normal,Intact Male,2,Beagle Mix,White,Brown,1,9.100694444444445
A726235,Red,2016-05-08 14:29:00,Hycreek Dr And Springdale Rd in Austin (TX),Stray,Normal,Intact Male,2,Jack Russell Terrier Mix,Red,White,1,4.114583333333333
A726236,*Hailey,2016-05-08 14:45:00,1709 Cheetah Cv in Round Rock (TX),Stray,Normal,Spayed Female,1,Australian Cattle Dog Mix,Red,White,1,12.954166666666667
A726238,N/A,2016-05-08 15:49:00,Barnhill And Bathonnd Drive in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Tan,,1,3.3409722222222222
A726239,*Clark,2016-05-08 15:49:00,Barnhill And Bathonnd Drive in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,Black,White,1,6.084027777777778
A726240,*Mickey,2016-05-08 15:49:00,Barnhill And Bathonnd Drive in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,White,Black,1,5.090972222222222
A726241,Maggie,2016-05-08 15:53:00,1401 E Rundberg Ln in Austin (TX),Stray,Normal,Spayed Female,2,Silky Terrier Mix,Blue,Tan,1,10.96111111111111
A726242,N/A,2016-05-08 15:57:00,Hy Creek And Hy Lawn in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Shorthair Mix,White,Tan,1,4.057638888888889
A726245,Wiley,2016-05-08 16:13:00,Fairway in Austin (TX),Stray,Normal,Intact Male,1,Chihuahua Longhair Mix,Black,Brown,1,4.093055555555556
A726267,*Demilla,2016-05-09 07:46:00,Creekwood Rd  Blueberry Trail in Austin (TX),Stray,Sick,Intact Female,1,Pit Bull Mix,Blue,White,1,6.461111111111111
A726281,Gunner,2016-05-09 11:44:00,25202 Lakeview Dr in Travis (TX),Stray,Normal,Intact Male,1,Queensland Heeler Mix,White,Brown,1,13.234722222222222
